date,status,temperature,wind,status_day,status_night,temp_day,temp_night,wind_day,wind_night,wind_dir_day,wind_force_day,wind_dir_night,wind_force_night
2015年07月19日,多云 /多云,31℃ / 24℃,东南风 3-4级 /东北风 3-4级,多云,多云,31,24,东南风 3-4级,东北风 3-4级,东南风,3-4级,东北风,3-4级
2015年07月20日,小雨 /中雨,32℃ / 27℃,南风 3-4级 /西南风 3-4级,小雨,中雨,32,27,南风 3-4级,西南风 3-4级,南风,3-4级,西南风,3-4级
2015年07月21日,- /小雨,/ 21℃,-  /无持续风向 ≤3级,,小雨,,21,,无持续风向 ≤3级,,,无持续风向,≤3级
2015年07月22日,多云 /小雨,31℃ / 23℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,小雨,31,23,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年07月23日,阴 /中雨,30℃ / 22℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,中雨,30,22,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年07月24日,小雨 /晴,28℃ / 23℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,28,23,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年07月25日,小雨 /多云,30℃ / 26℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,30,26,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年07月26日,小雨 /小雨,31℃ / 24℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,31,24,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年07月27日,晴 /晴,34℃ / 26℃,南风 3-4级 /无持续风向 ≤3级,晴,晴,34,26,南风 3-4级,无持续风向 ≤3级,南风,3-4级,无持续风向,≤3级
2015年07月28日,多云 /多云,30℃ / 23℃,东风 3-4级 /东风 3-4级,多云,多云,30,23,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2015年07月29日,- /晴,/ 25℃,-  /无持续风向 ≤3级,,晴,,25,,无持续风向 ≤3级,,,无持续风向,≤3级
2015年07月30日,晴 /晴,35℃ / 26℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,35,26,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年07月31日,晴 /阴,33℃ / 24℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,阴,33,24,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月01日,阴 /晴,35℃ / 25℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,晴,35,25,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月02日,阴 /晴,36℃ / 25℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,晴,36,25,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月03日,多云 /晴,36℃ / 26℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,36,26,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月04日,多云 /晴,35℃ / 24℃,南风 3-4级 /无持续风向 ≤3级,多云,晴,35,24,南风 3-4级,无持续风向 ≤3级,南风,3-4级,无持续风向,≤3级
2015年08月05日,阴 /晴,35℃ / 24℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,晴,35,24,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月06日,小雨 /晴,35℃ / 24℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,35,24,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月07日,小雨 /晴,30℃ / 23℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,30,23,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月08日,小雨 /晴,29℃ / 24℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,29,24,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月09日,小雨 /中雨,28℃ / 26℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,中雨,28,26,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月10日,中雨 /暴雨,28℃ / 25℃,无持续风向 ≤3级 /东风 4-5级,中雨,暴雨,28,25,无持续风向 ≤3级,东风 4-5级,无持续风向,≤3级,东风,4-5级
2015年08月11日,小雨 /暴雨,33℃ / 25℃,东风 3-4级 /东风 3-4级,小雨,暴雨,33,25,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2015年08月12日,小雨 /多云,27℃ / 23℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,27,23,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月13日,阴 /多云,30℃ / 22℃,北风 4-5级 /无持续风向 ≤3级,阴,多云,30,22,北风 4-5级,无持续风向 ≤3级,北风,4-5级,无持续风向,≤3级
2015年08月14日,小雨 /晴,30℃ / 21℃,北风 3-4级 /无持续风向 ≤3级,小雨,晴,30,21,北风 3-4级,无持续风向 ≤3级,北风,3-4级,无持续风向,≤3级
2015年08月15日,小雨 /晴,32℃ / 22℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,32,22,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月16日,小雨 /多云,30℃ / 19℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,30,19,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月17日,多云 /小雨,31℃ / 20℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,小雨,31,20,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月18日,阴 /小雨,27℃ / 24℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,小雨,27,24,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月19日,小雨 /中雨,29℃ / 24℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,中雨,29,24,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月20日,小雨 /中雨,30℃ / 22℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,中雨,30,22,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月21日,小雨 /中雨,27℃ / 23℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,中雨,27,23,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月22日,小雨 /多云,29℃ / 20℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,29,20,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月23日,多云 /小雨,28℃ / 21℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,小雨,28,21,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月24日,晴 /小雨,28℃ / 22℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,小雨,28,22,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月25日,多云 /多云,29℃ / 22℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,29,22,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月26日,小雨 /多云,27℃ / 22℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,27,22,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月27日,小雨 /小雨,28℃ / 17℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,28,17,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月28日,多云 /晴,29℃ / 19℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,29,19,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月29日,多云 /晴,29℃ / 21℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,29,21,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月30日,小雨 /小雨,27℃ / 18℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,27,18,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年08月31日,晴 /多云,29℃ / 23℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,多云,29,23,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月01日,小雨 /晴,29℃ / 19℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,29,19,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月02日,小雨 /晴,30℃ / 19℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,30,19,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月03日,多云 /小雨,30℃ / 19℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,小雨,30,19,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月04日,多云 /暴雨,30℃ / 22℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,暴雨,30,22,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月05日,小雨 /小雨,25℃ / 20℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,25,20,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月06日,小雨 /小雨,28℃ / 20℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,28,20,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月07日,小雨 /晴,27℃ / 19℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,27,19,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月08日,多云 /小雨,28℃ / 21℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,小雨,28,21,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月09日,多云 /多云,28℃ / 18℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,28,18,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月10日,多云 /阴,28℃ / 20℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,阴,28,20,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月11日,多云 /小雨,26℃ / 18℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,小雨,26,18,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月12日,多云 /多云,27℃ / 19℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,27,19,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月13日,多云 /多云,28℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,28,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月14日,晴 /阴,26℃ / 19℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,阴,26,19,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月15日,阴 /小雨,26℃ / 18℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,小雨,26,18,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月16日,阴 /晴,27℃ / 18℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,晴,27,18,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月17日,多云 /多云,27℃ / 19℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,27,19,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月18日,多云 /多云,28℃ / 19℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,28,19,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月19日,晴 /晴,27℃ / 17℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,27,17,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月20日,多云 /晴,27℃ / 17℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,27,17,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月21日,阴 /晴,28℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,晴,28,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月22日,多云 /小雨,28℃ / 18℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,小雨,28,18,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月23日,阴 /阵雨,29℃ / 19℃,东风 4-5级 /东南风 4-5级,阴,阵雨,29,19,东风 4-5级,东南风 4-5级,东风,4-5级,东南风,4-5级
2015年09月24日,中雨 /小雨,24℃ / 16℃,北风 4-5级 /北风 5-6级,中雨,小雨,24,16,北风 4-5级,北风 5-6级,北风,4-5级,北风,5-6级
2015年09月25日,- /阴,/ 22℃,-  /无持续风向 ≤3级,,阴,,22,,无持续风向 ≤3级,,,无持续风向,≤3级
2015年09月26日,阴 /多云,26℃ / 20℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,多云,26,20,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月27日,阴 /多云,26℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,多云,26,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月28日,多云 /晴,28℃ / 18℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,28,18,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月29日,阴 /晴,27℃ / 17℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,晴,27,17,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年09月30日,晴 /小雨,26℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,小雨,26,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月01日,多云 /小雨,26℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,小雨,26,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月02日,多云 /阴,24℃ / 10℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,阴,24,10,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月03日,晴 /多云,26℃ / 14℃,北风 3-4级 /无持续风向 ≤3级,晴,多云,26,14,北风 3-4级,无持续风向 ≤3级,北风,3-4级,无持续风向,≤3级
2015年10月04日,多云 /阴,22℃ / 15℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,阴,22,15,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月05日,阴 /阴,26℃ / 15℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,阴,26,15,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月06日,多云 /多云,25℃ / 18℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,25,18,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月07日,阴 /多云,26℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,多云,26,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月08日,小雨 /小雨,24℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,24,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月09日,多云 /晴,22℃ / 7℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,22,7,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月10日,晴 /晴,22℃ / 9℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,22,9,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月11日,晴 /晴,20℃ / 10℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,20,10,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月12日,晴 /晴,25℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,25,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月13日,阴 /晴,23℃ / 10℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,晴,23,10,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月14日,晴 /多云,25℃ / 10℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,多云,25,10,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月15日,多云 /晴,26℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,26,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月16日,晴 /晴,26℃ / 12℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,26,12,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月17日,多云 /多云,26℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,26,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月18日,多云 /多云,26℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,26,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月19日,晴 /晴,25℃ / 13℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,25,13,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月20日,多云 /晴,24℃ / 13℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,24,13,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月21日,晴 /多云,23℃ / 17℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,多云,23,17,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月22日,阴 /多云,24℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,多云,24,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月23日,多云 /晴,22℃ / 15℃,东北风 3-4级 /无持续风向 ≤3级,多云,晴,22,15,东北风 3-4级,无持续风向 ≤3级,东北风,3-4级,无持续风向,≤3级
2015年10月24日,多云 /多云,24℃ / 19℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,24,19,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月25日,晴 /晴,25℃ / 13℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,25,13,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月26日,小雨 /晴,26℃ / 14℃,无持续风向 ≤3级 /北风 3-4级,小雨,晴,26,14,无持续风向 ≤3级,北风 3-4级,无持续风向,≤3级,北风,3-4级
2015年10月27日,小雨 /晴,22℃ / 13℃,北风 3-4级 /北风 3-4级,小雨,晴,22,13,北风 3-4级,北风 3-4级,北风,3-4级,北风,3-4级
2015年10月28日,多云 /晴,29℃ / 19℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,29,19,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月29日,- /多云,/ 5℃,-  /北风 3-4级,,多云,,5,,北风 3-4级,,,北风,3-4级
2015年10月30日,多云 /晴,16℃ / 6℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,16,6,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年10月31日,多云 /多云,18℃ / 5℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,18,5,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月01日,晴 /晴,17℃ / 4℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,17,4,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月02日,晴 /晴,19℃ / 7℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,19,7,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月03日,多云 /晴,21℃ / 15℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,21,15,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月04日,小雨 /小雨,21℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,21,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月05日,小雨 /多云,22℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,22,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月06日,小雨 /中雨,22℃ / 15℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,中雨,22,15,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月07日,小雨 /小雨,17℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,17,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月08日,中雨 /小雨,16℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,中雨,小雨,16,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月09日,小雨 /多云,17℃ / 11℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,17,11,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月10日,多云 /阴,17℃ / 10℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,阴,17,10,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月11日,晴 /小雨,17℃ / 13℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,小雨,17,13,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月12日,小雨 /小雨,21℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,21,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月13日,阴 /中雨,18℃ / 11℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,中雨,18,11,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月14日,小雨 /阴,16℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,阴,16,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月15日,阴 /阴,20℃ / 9℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,阴,20,9,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月16日,小雨 /多云,21℃ / 15℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,21,15,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月17日,阴 /小雨,19℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,小雨,19,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月18日,小雨 /小雨,20℃ / 13℃,无持续风向 ≤3级 /东北风 3-4级,小雨,小雨,20,13,无持续风向 ≤3级,东北风 3-4级,无持续风向,≤3级,东北风,3-4级
2015年11月19日,小雨 /阴,17℃ / 9℃,东北风 3-4级 /无持续风向 ≤3级,小雨,阴,17,9,东北风 3-4级,无持续风向 ≤3级,东北风,3-4级,无持续风向,≤3级
2015年11月20日,阴 /阴,17℃ / 12℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,阴,17,12,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月21日,阴 /小雨,19℃ / 15℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,小雨,19,15,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月22日,阴 /中雨,17℃ / 12℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,中雨,17,12,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月23日,小雨 /中雨,18℃ / 10℃,无持续风向 ≤3级 /东北风 3-4级,小雨,中雨,18,10,无持续风向 ≤3级,东北风 3-4级,无持续风向,≤3级,东北风,3-4级
2015年11月24日,小雨 /小雨,12℃ / 6℃,北风 3-4级 /北风 3-4级,小雨,小雨,12,6,北风 3-4级,北风 3-4级,北风,3-4级,北风,3-4级
2015年11月25日,小雨 /多云,8℃ / 4℃,东北风 3-4级 /无持续风向 ≤3级,小雨,多云,8,4,东北风 3-4级,无持续风向 ≤3级,东北风,3-4级,无持续风向,≤3级
2015年11月26日,小雨 /晴,10℃ / -3℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,10,-3,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2015年11月27日,多云 /多云,6℃ / -2℃,北风 3-4级 /无持续风向 ≤3级,多云,多云,6,-2,北风 3-4级,无持续风向 ≤3级,北风,3-4级,无持续风向,≤3级
2015年11月28日,晴 /雨夹雪,11℃ / 0℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,雨夹雪,11,0,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
